I_Code,I_Name,Min_Reorder,I_P_Price,I_S_Price_W,I_S_Price_N,I_S_Price_P,I_Disc
246083084,"م 2095 ابو سمرة ص",0,170,179,179,189,0
246162027,"م 50 سحر العين ص",0,240,250,250,260,0
246162028,"م 45 سحر العين ص",0,245,255,255,265,0
246162029,"سى واى م 131 سحر العين ص",0,260,267,270,280,0
246162030,"م 30 سحر العين ص",0,245,255,255,265,0
246162031,"م 25 سحر العين ص",0,245,255,255,265,0
246162032,"م 20 سحر العين ص",0,245,255,255,265,0
246162033,"م 5 سحر العين ص",0,250,260,260,270,0
246162034,"م 35 سحر العين ص",0,240,250,250,260,0
246162035,"م 1 سحر العين ص",0,220,227,230,240,0
246257022,"م 920 اى ام ش",0,260,275,275,285,0
246257023,"م 925 اى ام ش",0,240,255,255,265,0
246079039,"م 2027 مسايا ص",0,200,205,205,215,0
247115001,"اولادى م10/8/6 نيو باريس ص",0,110,123,123,133,0
247115002,"اولادى م16/14/12 نيو باريس ص",0,120,133,133,143,0
247115003,"بناتى م10/8/6 م 01 نيو باريس ص",0,90,101,101,111,0
247115004,"بناتىم16/14/12  م 01 نيو باريس ص",0,100,111,111,121,0
247115005,"بناتى م10/8/6  م 02 نيو باريس ص",0,90,101,101,111,0
247115006,"بناتى م16/1412 م 02 نيو باريس ص",0,100,111,111,121,0
247115007,"بناتى م 10/8/6 م 03 نيو باريس ص",0,90,101,101,111,0
240001063,"ايكون ليزر وان ",0,207,217,218,235,0
241524007,"طقم البابا ساده م4XL",0,215,224,225,235,0
241524008,"طقم البابا ساده م 5XL",0,235,244,245,255,0
241524009,"طقم بابا ساده م7XL",0,255,264,265,275,0
241524010,"طقم بناتى مسجر كت مM",0,157,166,167,177,0
241524011,"طقم بناتى مسجر كت م L",0,169,178,179,189,0
241524012,"طقم بناتى مسجر كات م XL ",0,181,190,191,201,0
241524013,"طقم بناتى مسجر كات م 2XL ",0,196,205,206,216,0
241524014,"طقم بناتى مسجر كات م 3XL",0,211,220,221,231,0
246292030,"م 965 جبل بيروت ص",0,255,270,270,280,0
246292031,"م 960 جبل بيروت ص",0,250,265,265,275,0
241524015,"طقم بناتى مشجر كات م 4XL",0,226,235,236,246,0
241524016,"طقم بناتى حماله مشجر مM",0,152,161,162,172,0
246278025,"م 1016 قمر بيروت ص",0,200,212,212,222,0
241524017,"L طقم بناتى حماله مشجر م",0,164,173,174,184,0
241524018,"xlطقم بناتى مشجر م",0,176,185,186,196,0
241524019,"طقم بناتى حماه مشجر م 2xl",0,191,200,201,219,0
241524020,"طقم بناتى حماله مشجر مS",0,140,149,150,160,0
241524021,"طقم حماله بناتى مشجر م 3xl",0,206,215,216,226,0
241524022,"طقم حماله بناتى مشجر م 4xl",0,221,230,231,241,0
241524023,"طقم ساده بن البلد مS",0,140,149,150,160,0
241524024,"طقم ساده بن البلد م M",0,160,169,170,180,0
241524025,"طقم ساده بن البلد م 2XL",0,230,239,240,250,0
241524026,"طقم ساده بن البلد  م4xl",0,290,299,300,310,0
241524027,"طقم ساده بن البلد م8xl",0,350,359,360,370,0
241524028,"بوكسر ساده م2XL",0,215,224,225,235,0
241524029,"بوكسر ساده م3XL",0,230,239,240,250,0
241524030,"بوكسر ساده م4XL",0,245,254,255,265,0
241524031,"طقم بناتى قطن م M",0,210,224,225,235,0
241524032,"طقم بناتى قطن م l ",0,230,244,245,255,0
241524033,"طقم بناتى قطن م xl",0,250,264,265,275,0
241524034,"طقم بناتى قطن م 2xl",0,275,289,290,300,0
241524035,"طقم بناتى قطن م 3Xl",0,300,314,315,325,0
241524036,"بيجامه بناتى اديدس مM",0,295,309,310,330,0
241524037,"بيجامه بناتى اديدس مL",0,325,339,340,360,0
241524038,"طقم اولادى قطن م M",0,220,229,230,240,0
241524039,"طقم اولادى قطن مL",0,240,249,250,260,0
241524040,"طقم اولادى قطن م XL",0,260,269,270,280,0
241524041,"طقم اولادى قطن م2XL",0,285,294,295,305,0
241524042,"طقم اولادى قطن م3XL",0,310,319,320,330,0
247117044,"م 2022 الحريرى ص",0,365,365,365,375,0
247117045,"م 2023 الحريرى ص",0,245,245,245,255,0
247117046,"م 2024 الحريرى ص",0,295,295,295,305,0
247117047,"م 2025 الحريرى ص",0,295,295,295,305,0
247117048,"م 2026 الحريرى ص",0,295,295,295,305,0
247117049,"م 2027 الحريرى ص",0,245,245,245,255,0
247117050,"م 2031 الحريرى ص",0,205,205,205,215,0
247117051,"م 2033 الحريرى ص",0,265,265,265,275,0
247117052,"م 2034 الحريرى ص",0,205,205,205,215,0
247117053,"م 2036 الحريرى ص",0,325,325,325,335,0
247117054,"م 2037 الحريرى ص",0,325,325,325,335,0
247117055,"م 2038 الحريرى ص",0,325,325,325,335,0
247117056,"م 2001 الحريرى ص",0,425,425,425,435,0
247117057,"م 2002 الحريرى ص",0,365,365,365,375,0
247117058,"م 2003 الحريرى ص",0,365,365,365,375,0
247117059,"م 2004 الحريرى ص",0,365,365,365,375,0
247117060,"م 2006 الحريرى ص",0,385,385,385,395,0
247117061,"م 2007 الحريرى ص",0,365,365,365,375,0
247117062,"م 2010 الحريرى ص",0,295,295,295,305,0
247117063,"م 2011 الحريرى ص",0,365,365,365,375,0
247117064,"م 2012 الحريرى ص",0,245,245,245,255,0
247117065,"م 2013 الحريرى ص",0,365,365,365,375,0
247117066,"م 2014 الحريرى ص",0,295,295,295,305,0
247117067,"م 2015 الحريرى ص",0,365,365,365,375,0
247117068,"م 2016 الحريرى ص",0,365,365,365,375,0
247117069,"م 2017 الحريرى ص",0,245,245,245,255,0
247117070,"م 2018 الحريرى ص",0,295,295,295,305,0
244151001,"م 501 اسراء فاشون",0,300,315,315,325,0
244151002,"م 502 اسراء فاشون",0,340,365,365,375,0
244151003,"م 503 اسراء فاشون",0,350,365,365,375,0
244151004,"م 504 اسراء فاشون",0,350,365,365,375,0
244151005,"م 505 اسراء فاشون",0,400,415,415,425,0
244151006,"م 506 اسراء فاشون",0,320,335,335,345,0
241037015,"بليزر كتان رجالى ",0,350,374,375,385,0
241037016,"بليزر بيكا رجالى ",0,400,429,430,440,0
243064035,"م 316 النوران ص",0,0,329,329,339,0
243064036,"م 310 النوران ص",0,0,329,329,339,0
243064037,"م 318 النوران ص",0,0,329,329,339,0
246193100,"م10/8/6/12 م 073 البيار ص",0,143,153,153,163,0
246193101,"م16/14/12 م 20424 البيار ص",0,133,142,142,152,0
246193102,"م16/14/12 م 24027 البيار ص",0,135,144,144,154,0
247115008,"بناتى م 16/14/12 م 03 نيو باريس ص",0,100,111,111,121,0
247115009,"محيرات م 06 نيو باريس ص",0,130,139,139,149,0
247566008,"قصير م 4400 البشارة *1*",0,170,170,170,180,0
247566009,"قصير م 4100 البشارة *1*",0,170,170,170,180,0
247566010,"طويل م 5200 البشارة *1*",0,180,180,180,190,0
247566011,"طويل م 5800 البشارة *1*",0,180,180,180,190,0
247566012,"طويل م 5600 البشارة *1*",0,180,180,180,190,0
247566013,"م 5500 البشارة *1*",0,170,170,170,180,0
247549014,"م 1690 جاكو *1*",0,135,139,139,149,0
247549015,"م 780 جاكو *1*",0,135,139,139,149,0
247549016,"م 5040 جاكو *1*",0,155,159,159,169,0
240535031,"101/102\109 بداخلى اول مقاس",0,130,139,140,160,0
240535032,"م106 /108\103\104زنط اول مقاس ص",0,120,129,130,150,0
240535033,"م213/209/207/206/205/204/203/214/201بداخلى بى بى ص",0,145,159,160,170,0
240535034,"م208 المصرى بى بى ص",0,125,134,135,155,0
240535035,"م211 المصرى ص",0,160,169,170,190,0
240535036,"م301/302/316/314/305/306/317 \310بداخلى اولادى ص",0,160,194,195,205,0
240535037,"م401/402/403/421/415/422/408/412/413بداخلى محير ص",0,180,209,210,220,0
240535038,"م410 /411 \417\411باندا محير ص",0,150,164,165,180,0
240535039,"م801/802 المصرى بى بى ص",0,130,139,140,160,0
240535040,"م901/902/903 المصرى اولادى ص",0,140,149,150,170,0
240535041,"م1002/1003 المصرى محير ص",0,150,159,160,180,0
240535042,"م1007 المصرى محير ص",0,160,169,170,190,0
241567002,"تيشرت رجالى الوان ص",0,40,49.5,49.5,59.5,0
246368006,"م4/2/0 م 158 محرز ص",0,65,74,74,84,0
240514016,"بيبيى/قميص/قصة كتف+صدر/كبسونه+زرار م 50 هت مان",0,120,124,125,135,0
243011010,"دريس اسكوبا بليسيه/ليزر/3زرار المجد",0,260,275,275,285,0
240514017,"اولادى/قميص/قصة كتف/ كبسونه+زراير م 100 هت مان",0,150,154,155,165,0
240514018,"اولادى/توينز/قميص/زنط/سوسته الوان م 102 هت مان",0,280,280,280,290,0
243011011,"عباية اسود بليسية ليزر المجد ",0,340,360,360,370,0
240514019,"اولادى/توينز/قميص/لياقة+كمر/4جيب نفخ م 107 هت مان",0,300,300,300,310,0
240514020,"اولادى/توينز/قميص/مطبوع/سوسته+دوباره م 109 هت مان",0,260,260,260,270,0
240514021,"محير/توينز/قميص/شنيات/4جيب/دوبارة وسط م 207 هت مان",0,330,330,330,340,0
243080001,"م 602 بيرنا",0,620,670,670,680,0
243080002,"م 702 بيرنا",0,580,630,630,640,0
241524043,"بيجامه بناتى مطبوع عادى S",0,235,249,250,270,0
243080003,"م 703 بيرنا",0,580,630,630,640,0
244073100,"موديل 55555 م 1 شعلان",0,250,260,260,270,0
244073101,"موديل 55555 م 2 شعلان",0,255,265,265,275,0
244073102,"موديل 55555 م 3 شعلان",0,260,270,270,280,0
244073103,"موديل 55555 م 4 شعلان",0,265,275,275,285,0
247551010,"م 2150 كارمن *1*",0,100,105,105,115,0
247551011,"م 2145 كارمن *1*",0,107,112,112,122,0
246083089,"م 015 ابو سمرة ص",0,220,235,235,245,0
246083090,"م 020 ابو سمرة ص",0,220,235,235,245,0
246083091,"م 2092 ابو سمرة ص",0,165,174,174,184,0
246222054,"م 517 فاشون سيتى ص",0,155,150,152,162,0
246222055,"م 506 فاشون سيتى ص",0,165,160,162,172,0
241524044,"بيجامه بناتى اديدس مXL",0,355,374,375,400,0
246283038,"م 304 طيبة ص",0,160,167,167,177,0
241524045,"بيجامه بناتى مطبوع عادى مM",0,285,299,300,320,0
241524046,"بيجامه بناتى مطبوع عادى م L",0,315,329,330,355,0
241524047,"بيجامه بناتى مطبوع عادى م XL",0,345,359,360,380,0
241524048,"بيجامه بناتى مطبوع عادى م2XL",0,375,394,395,430,0
241524049,"طقم بناتى مطبوع مS",0,170,179,180,190,0
240118001,"بنطلون ليجن م 36\38\40",0,120,174,175,185,0
241524050,"طقم بناتى مطبوع مM",0,180,189,190,200,0
241524051,"طقم بناتى مطبوع مL",0,185,194,195,205,0
241524052,"طقم بناتى مطبوع م XL",0,200,209,210,220,0
241524053,"طقم بناتى مطبوع م 2XL",0,215,224,225,235,0
241524054,"طقم بناتى مطبوع م3XL",0,230,239,240,250,0
241524055,"طقم بناتى مطبوع م4XL",0,245,254,255,265,0
241524056,"طقم اولادى مطبوع مS",0,170,179,180,190,0
241524057,"طقم مطبوع اولادى مL",0,190,199,200,210,0
241524058,"طقم مطبوع اولادى م Xl",0,205,214,215,225,0
241524059,"طقم اولادى مطبوع م2Xl",0,220,229,230,240,0
241524060,"طقم اولادى مطبوع م4Xl",0,250,259,260,270,0
241552004,"بنطلون خاص م4xl",0,105,114,115,125,0
246193104,"برمودا حريمى م 036 البيار ص",0,152,162,162,172,0
246193106,"بجامة حريمى م 035 البيار ص",0,199.5,210,210,220,0
246193107,"حريمى م 037 البيار ص",0,205,215,215,225,0
246193108,"م16/14/12 م 025 البيار ص",0,119,128,128,138,0
246193109,"م10/8/6 م 24045 البيار ص",0,128,137,137,147,0
246193111,"م16/14/12 م 053 البيار ص",0,141,150,150,160,0
246193112,"م12/10/8/6 م 047 البيار ص",0,127,137,137,147,0
246193114,"م12/10/8/6 م 048 البيار ص",0,126,135,135,145,0
246193117,"م5/4/3/2 م 24021 البيار ص",0,115,124,124,134,0
246193118,"م16/14/12 م 023 البيار ص",0,134,147,147,157,0
246193119,"م 2455 البيار ص",0,99,115,115,125,0
246193120,"م 2454 البيار ص",0,98,105,105,115,0
246193124,"اولاد م 2438 البيار ص",0,118,125,125,135,0
246193125,"محير م 2438 البيار ص",0,135,147,147,157,0
246193126,"مS/M م 2438 االبيار ص",0,151,159,159,169,0
246193130,"اولاد م 2439 البيار ص",0,117,125,125,135,0
246193131,"محير م 2439 البيار ص",0,134,143,143,153,0
246193132,"مS/M م 2439 البيار ص",0,150,158,158,168,0
246044003,"م 420 ليالى ص",0,235,233,235,245,0
246044004,"م 430 ليالى ص",0,235,235,235,245,0
246044005,"م 450 ليالى ص",0,220,220,220,230,0
246044006,"م 460 ليالى ص",0,235,235,235,245,0
246044008,"م 490 ليالى ص",0,220,220,220,230,0
246044009,"م 600 ليالى ص",0,235,235,235,245,0
246044010,"م 605 ليالى ص",0,225,225,225,235,0
246044012,"م 620 ليالى ص",0,235,235,235,245,0
240514022,"محير/توينز/قميص/مطبوع مشجر/شوسته م 209 هت مان",0,285,285,285,295,0
246081014,"سوارية قمرين م 300 سهر ص",0,145,155,155,165,0
246307070,"م 1016 البطل ص",0,165,175,175,185,0
246307072,"م 011 البطل ص",0,175,180,185,195,0
246046015,"م 750 مستر كيرو ص",0,240,240,240,250,0
246046016,"م 850 مستر كيرو ص",0,235,235,235,245,0
246046018,"م 950 مستر كيرو ص",0,245,245,245,255,0
246046020,"م 1050 مستر كيرو ص",0,255,255,255,265,0
240131010,"بنطلون اولادى تطريز لوكس ",0,200,209,210,230,0
240131011,"بنطلون محير فرو ",0,210,219,220,240,0
240131012,"بنطلون وسط فرو",0,165,155,155,165,0
240131013,"بنطلون زيرو جبردين ",0,135,144,145,160,0
240131014," بنطلون محير فرو ",0,210,219,220,240,0
246161089,"م1 اسدال الجزيرة ",0,160,169,169,179,0
246161090,"م2 اسدال الجزيرة ",0,170,179,179,189,0
246161091,"م3 اسدال الجزيرة",0,185,194,194,204,0
246161092,"م4 اسدال الجزيرة",0,190,199,199,209,0
246161093,"م5 اسدال الجزيرة ",0,195,204,204,214,0
246161094,"م 6 اسدال الجزيرة ",0,200,209,209,219,0
246161095,"اسدال حريمى الجزيرة",0,250,265,265,275,0
240615011,"تى شيرت بى بى ص",0,70,78,79,100,0
240615012,"تى شيرت وسط ص",0,80,88,89,100,0
240615013," تى شيرت محير ص",0,90,98,99,120,0
246278007,"م 1013 قمر بيروت ص",0,200,212,212,222,0
246278008,"م 1010 قمر بيروت ص",0,200,212,212,222,0
246278009,"م 1009 قمر بيروت ص",0,200,212,212,222,0
246278010,"م 1007 قمر بيروت ص",0,230,237,242,252,0
246278011,"م 1000 قمر بيروت ص",0,230,242,242,252,0
246278012,"م 1011 قمر بيروت ص",0,230,242,242,252,0
246278013,"م 1021 قمر بيروت ص",0,230,242,242,252,0
241552005,"بنطلون شبابى م3xl",0,95,104,105,115,0
241552006,"بنطلون شبابى قصات م2xl",0,95,101,102,112,0
241552007,"بنطلون شبابى م2xl",0,90,96,97,107,0
241552008,"بنطلون شبابى مxl",0,85,91,92,102,0
241552009,"بنطلون محير م l",0,80,86,87,97,0
241552010,"بنطلون اطفالى م4",0,48,54,55,65,0
241552011,"بنطلون اطفالى م3",0,46,52,53,63,0
241552012,"بنطلون اطفالى م2",0,44,54,55,65,0
245526005,"م 870 جوليسيا *1*",0,42,47,47,57,0
245526006,"م 839 جوليسيا *1*",0,42,47,47,57,0
245526007,"م 845 جوليسيا *1*",0,42,47,47,57,0
245526008,"م 816 جوليسيا *1*",0,42,47,47,57,0
245526009,"م 86 جوليسيا *1*",0,42,47,47,57,0
245526010,"م 866 جوليسيا *1*",0,42,47,47,57,0
245526011,"م 835 جوليسيا *1*",0,42,47,47,57,0
244184001,"سواريه الزيبق ",0,230,245,245,255,0
245526012,"م 803 جوليسيا *1*",0,42,47,47,57,0
245526013,"م 802 جوليسيا *1*",0,42,47,47,57,0
244184002,"فستان 3 قطع الزيبق",0,280,295,295,305,0
245526014,"م 868 جوليسيا *1*",0,42,47,47,57,0
244184003,"فستان جلد الزيبق",0,170,180,180,190,0
244184004,"فستان بيبى الزيبق",0,110,120,120,130,0
245526015,"م 858 جوليسيا *1*",0,42,47,47,57,0
244184005,"توينز اولادى الزيبق",0,210,220,220,230,0
245526016,"م 867 جوليسيا *1*",0,42,47,47,57,0
245526017,"م 847 جوليسيا *1*",0,42,47,47,57,0
245526018,"م 852 جوليسيا *1*",0,42,47,47,57,0
245526019,"م 851 جوليسيا *1*",0,42,47,47,57,0
245526020,"م 862 جوليسيا *1*",0,42,47,47,57,0
245526021,"م 837 جوليسيا *1*",0,42,47,47,57,0
247580006,"م 1015 ثرى ام لانجيرى",0,145,148,148,158,0
247580007,"م 1019 ثرى ام لانجيرى",0,140,143,143,153,0
247580008,"م 1020 ثرى ام لانجيرى",0,135,138,138,148,0
247580009,"م 1021 ثرى ام لانجيرى",0,120,123,123,133,0
247580010,"م 1022 ثرى ام لانجيرى",0,145,148,148,158,0
247568001,"م 821 كارولس *1*",0,105,109,109,119,0
247568002,"م 819 كارولس *1*",0,105,109,109,119,0
247568004,"م 824 كارولس *1*",0,110,114,114,124,0
247568005,"م 826 كارولس *1*",0,115,119,119,129,0
247568006,"م 825 كارولس *1*",0,120,124,124,134,0
247568007,"م 823 كارولس *1*",0,110,114,114,124,0
246278014,"م 1008 قمر بيروت ص",0,230,242,242,252,0
246278015,"م 1024 قمر بيروت ص",0,225,237,237,247,0
246278016,"م 1004 قمر بيروت ص",0,225,237,237,247,0
246278017,"م 1005 قمر بيروت ص",0,225,237,237,247,0
246278018,"م 1003 قمر بيروت ص",0,210,222,222,232,0
246278019,"م 1006 قمر بيروت ص",0,210,222,222,232,0
246278020,"م 1019 قمر بيروت ص",0,210,222,222,232,0
245526004,"م 936 جوليسيا *1*",0,150,155,155,165,0
241011079,"قميص اولادى توينز نيولاين ص",0,180,198,199,210,0
246024045,"عبايه رسمة ابو قردان جيلا تكس",0,0,134,134,144,0
244505353,"بوش قطن دبل هشام ماهر",0,880,955,955,965,0
244505354,"بوش بلابل م 103 هشام ماهر",0,990,1095,1095,1105,0
244505355,"بوش بلابل م 2309 هشام ماهر",0,990,1095,1095,1105,0
244505356,"بوش بلابل م 1007 هشام ماهر",0,990,1095,1095,1105,0
244505357,"بوش بلابل م 2311 هشام ماهر",0,990,1095,1095,1105,0
244505358,"بوش بلابل م 1004 هشام ماهر",0,990,1095,1095,1105,0
244505359,"ستارة م 701 هشام ماهر",0,1020,1125,1125,1135,0
244505360,"مطرزة ك م 6688 هشام ماهر",0,1120,1225,1225,1235,0
244505361,"مطررزة وسط م 2311 هشام ماهر",0,1090,1195,1195,1205,0
244505362,"مقلم ك م 88118 هشام ماهر",0,1120,1225,1225,1235,0
244505363,"مقلم وسط هشام ماهر",0,1090,1195,1195,1205,0
244505364,"زهرة فراشة ك هشام ماهر",0,990,1095,1095,1105,0
244505365,"س زهرة منقطة ك هشام ماهر",0,990,1095,1095,1105,0
244505366,"زهرة وسط منقطة هشام ماهر",0,960,1055,1055,1065,0
244505367,"كابرى 74 هشام ماهر",0,850,920,920,930,0
244505368,"كابرى م 64 هشام ماهر",0,820,890,890,900,0
244505369,"اندر M.D ك هشاام ماهر",0,460,495,495,505,0
244505370,"بوكسر M.D ك هشام ماهر",0,470,500,500,510,0
244505371,"اندر M.D وسط هشام مااهر",0,440,470,470,480,0
244505372,"بوكسر M.D وسط هشام ماهر",0,450,485,485,495,0
244505373,"بوش ستارة استرس هشام ماهر",0,1100,1205,1205,1215,0
244505374,"بوش مشجرة وسط 5511 هشام ماهر",0,1180,1285,1285,1295,0
244505375,"س لوكس ك 88235 هشام ماهر",0,1230,1335,1335,1345,0
244505376,"كروس مقلم 833 هشام ماهر",0,1120,1225,1225,1235,0
244505377,"س لوكس ك 83528 هشام ماهر",0,1230,1335,1335,1345,0
244505378,"س استرس ك 602 هشام ماهر",0,1200,1300,1300,1310,0
247568009,"م 820 كارولس *1*",0,115,119,119,129,0
247552049,"م 1186 ايتن *1*",0,150,160,160,170,0
247552050,"م 1295 ايتن *1*",0,180,190,190,200,0
247552051,"م 1293 ايتن *1*",0,160,170,170,180,0
247552052,"م 891 ايتن*1*",0,170,180,180,190,0
247552053,"م 1290 ايتن *1*",0,165,175,175,185,0
243005004,"دريس بليسيه اسكوبا مينا كلاس",0,295,315,315,325,0
246161113,"قميص ستان م 500 جونير لانجيرى",0,190,190,190,200,0
246161114,"قميص ستان تول م 501 جونير لانجيرى",0,190,190,190,200,0
246161115,"قميص ستان تول م 502 جونير لانجيرى",0,210,210,210,220,0
246161116,"قميص تول م 503 جونير لانجيرى",0,185,185,185,195,0
240111053,"وسط جينز الوان م 6010",0,150,179,180,200,0
246171041,"م 300 الريان ص",0,220,220,220,230,0
246171042,"م 301 الريان ص",0,220,220,220,230,0
246171043,"م 302 الريان ص",0,220,220,220,230,0
246171044,"م 303 الريان ص",0,220,220,220,230,0
246171045,"م 304 الريان ص",0,220,220,220,230,0
246171046,"م 305 الريان ص",0,220,220,220,230,0
246171047,"م 306 الريان ص",0,220,220,220,230,0
240141001,"وسط ساده ستان ",0,125,134,135,155,0
246171048,"م 307 الريان ص",0,220,220,220,230,0
246171049,"م 308 الريان ص",0,220,220,220,230,0
246171050,"م 309 الريان ص",0,220,220,220,230,0
246171051,"م 310 الايمان ص",0,220,220,220,230,0
246171052,"م 311 الريان ص",0,220,220,220,230,0
246171053,"م 319 الريان ص",0,220,220,220,230,0
246171054,"م 312 الريان ص",0,220,220,220,230,0
246171055,"م 315 الريان ص",0,220,220,220,230,0
246171056,"م 316 الريان ص",0,220,220,220,230,0
246171058,"م 1001 الريان ص",0,105,105,105,115,0
246171059,"م 1002 الريان ص",0,105,105,105,115,0
246171060,"م 1003 الريان ص",0,105,105,105,115,0
246171070,"م 1004 الريان ص",0,105,105,105,115,0
246171071,"م 1005 الريان ص",0,105,105,105,115,0
246171072,"م 1006 الريان ص",0,105,105,105,115,0
246171073,"م 1007 الريان ص",0,105,105,105,115,0
246171074,"م 1008 الريان ص",0,105,105,105,115,0
246171075,"م 1009 الريان ص",0,105,105,105,115,0
246171076,"م 1010 الريان ص",0,105,105,105,115,0
244505408,"مشجرة ك 9008 هشام ماهر",0,1230,1330,1330,1340,0
244505409,"بوش ضهر فراشة 2412 هشام ماهر",0,1350,1450,1450,1460,0
244505410,"حديدة ضهر فراشة 1025 هشام ماهر",0,850,950,950,960,0
244505411,"مشجرة 9005 هشام ماهر",0,1180,1280,1280,1290,0
244505412,"بوش اب م 88163 هشام ماهر",0,1380,1480,1480,1490,0
244505413,"مطرزة وسط م 1009 هشام ماهر",0,1090,1190,1190,1200,0
244505414,"زهرة ك منقطة م 8009 هشام ماهر",0,990,1090,1090,1100,0
244505415,"زهرة وسط منقطة م 83528 هشام ماهر",0,960,1060,1060,1070,0
243509001,"م 15/14/13/12/10 فاطمة الزهراء",0,160,170,170,180,0
243509002,"م 16 فاطمة الزهراء",0,170,180,180,190,0
246292032,"م 900 غزل ص",0,225,240,240,250,0
246292033,"م 930 غزل ص",0,220,235,235,245,0
246079040,"م 2033 مسايا ص",0,180,173,175,185,0
246283041,"م 707 طيبه ص",0,135,141,141,151,0
246283042,"م 306 طيبة ص",0,215,223,223,233,0
246283043,"م 308 طيبة ص",0,185,193,193,203,0
243064038,"م 262 النوران ص",0,0,329,329,339,0
240507008,"شروال غطس شريط اولادى ",0,125,129,130,140,0
240131015,"وسط كارجو جبردين ",0,165,174,175,185,0
240131016,"ساده مخربش محير ",0,175,184,185,195,0
240131017,"زيرو كارجو جينز ",0,130,139,140,150,0
240131018,"وسط لولى فيوتشر ",0,160,169,170,180,0
242141002,"دريس سكوبا منقط ميرنا و يوسف",0,300,325,325,335,0
243003001,"دريس سكوبا 2 لون  ميرنا تكس",0,235,255,255,275,0
242103046,"موديل م 4 3000 حنين وسنابل",0,240,270,270,280,0
242103047,"م 6 م 3000 حنين وسنابل",0,250,280,280,290,0
242103048,"م 8 م 3000 حنين وسنابل",0,260,290,290,300,0
242103049,"م 10 م 3000 حنين وسنابل",0,270,300,300,310,0
246083093,"م 3003 ابو سمرة ص",0,225,240,240,250,0
244505379,"فاشون م 611 هشام ماهر",0,1280,1380,1380,1390,0
244505380,"مطرزة م 3388 هشام ماهر",0,1230,1335,1335,1345,0
244505381,"مطرزة م 3389 هشام ماهر",0,1230,1335,1335,1345,0
244505382,"مشجرة ك م 9100 هشام ماهر",0,1020,1125,1125,1135,0
244505383,"ستارة م 83928 هشام ماهر",0,1280,1385,1385,1395,0
244505384,"بوش م 2000069 هشام ماهر",0,1380,1480,1480,1490,0
244505385,"بوش ستارة وسط هشام ماهر",0,910,1005,1005,1015,0
244505386,"حديدة 8802 هشام ماهر",0,1600,1700,1700,1710,0
244505387,"حديدة 20223 هشام ماهر",0,1350,1450,1450,1460,0
244505388,"حديدة دانتيلا هشام ماهر",0,1300,1400,1400,1410,0
244505389,"حديدة حبال هشام ماهر",0,1300,1400,1400,1410,0
244505390,"حديدة بناتى 8512 هشام ماهر",0,1280,1380,1380,1390,0
244505391,"بوش فيرون وسط هشام ماهر",0,920,1055,1055,1065,0
244505392,"بوش قرون ك هشام ماهر",0,980,1085,1085,1095,0
244505393,"بوش مطبوع هشام ماهر",0,880,955,955,965,0
244505394,"طقم ابيض هشام ماهر",0,1200,1300,1300,1310,0
244505395,"طقم شماعة 11لوان هشام ماهر",0,187.5,200,200,210,0
244505396,"طقم شماعة 12 لوان هشام ماهر",0,129.166,137.5,137.5,147.5,0
240576001,"بيبى بناتى 4مقاسات ص",0,75,84,85,95,0
240576002,"وسط بناتى 3 مقاسات ص",0,85,94,95,105,0
240576003,"محير بناتى 3 مقاسات ص",0,100,109,110,120,0
240576004,"بيبى اولادى 4 مقاسات ص",0,75,84,85,95,0
240576005,"وسط اولادى 3 مقاسات ص",0,85,94,95,105,0
240576006,"محير اولادى 3 مقاسات ص",0,100,109,110,120,0
240111050,"محير جبردين 6 الوان ",0,255,269,270,285,0
243555108,"اندر شريط دنتيل وسط ابو شوشة",0,250,270,270,280,0
243555111,"اندر وش دنتيل ابو شوشة",0,240,255,255,265,0
243555112,"بوكسر مشحم ابو شوشة",0,230,245,245,255,0
243555113,"بوكسر وردة دنتيل ابو شوشة",0,285,300,300,310,0
240041001,"زيرو اسود ناعم ",0,135,144,145,155,0
240041002,"بيبى تطريز فرو ",0,175,184,185,205,0
240141002,"وسط شروال ستان ",0,145,164,165,190,0
247577043,"م 125 النوران *1*",0,135,135,135,145,0
242073023,"بنطلون بوى فريند ساده حريمى المنسى/الشام",0,290,300,300,320,0
247577044,"م 10 النوران *1*",0,160,160,160,170,0
240555001,"بنطلون فوطه مليتون ",0,140,148,149,159,0
240119021,"اولادى جينز مخربش ",0,155,164,165,175,0
243555114,"فستان المجد م 10 م ط ح",0,0,189,189,275,0
243555115,"فستان المجد م8 م ط ح",0,0,189,189,199,0
243555116,"فستان المجد م6 م ط ح",0,0,179,179,255,0
243555117,"فستان المجد م2 م ط ح",0,0,169,169,169,0
240555080,"م1013 قميص كاروهات م خاص ص",0,195,204,205,220,0
240555081,"م2001 قميص اكس فورد ص",0,180,189,190,205,0
240555082,"م1016 قميص كاروهات شبابى ص",0,180,189,190,205,0
240555083,"م1012 قميص كاروهات زنط ص",0,180,189,190,205,0
240555084,"م1006 قميص كريشه ص",0,150,159,160,175,0
240555085,"م1011 قميص بنجالين بسكوته ص",0,215,224,225,240,0
240555086,"م1014 قميص بنجالين عبايه ص",0,215,224,225,240,0
240555087,"م1003 قميص بنجالين تطريز ص",0,215,224,225,240,0
247028084,"م 17 جنه كيدز ص",0,258,258,258,268,0
240555088,"م1005 قميص بنجالين ساده ص",0,215,224,225,240,0
