I_Code,I_Name,Min_Reorder,I_P_Price,I_S_Price_W,I_S_Price_N,I_S_Price_P,I_Disc
246367011,"م 230 العميد ش",0,183,189.5,189.5,199.5,0
246323001,"م 400 حلا ش",0,245,269,269,279,0
246339001,"دفايه م 4XL م 303 ساندى ش",0,133,142,142,152,0
246339002,"دفايه م 5XL م 204 ساندى ش",0,138,147,147,157,0
246339003,"م 216 ساندى ش",0,170,179.5,179.5,189.5,0
247577005,"م 270 النوران *1*",0,155,155,155,165,0
247577008,"م 2820 النوران *1*",0,140,140,140,150,0
247577009,"م 5010 النوران *1*",0,140,140,140,150,0
247577011,"م 75 النوران *1*",0,160,160,160,170,0
247577012,"م 70 النوران *1*",0,135,135,135,145,0
247577013,"م 2840 النوران *1*",0,95,103,103,113,0
247577014,"م 160 النوران *1*",0,65,94,94,104,0
247577015,"م 2510 النوران *1*",0,60,68,68,78,0
247577016,"م 2515 النوران *1*",0,60,68,68,78,0
242081001,"م590فست مونو تكس *1*",0,200,220,220,230,0
242081002,"م500 فست مونو تكس*1*",0,175,190,190,200,0
242081003,"م520فست مونو تكس *1*",0,225,240,240,250,0
242081004,"م570فست مونو تكس *1*",0,240,255,255,265,0
242081005,"م660فست مونو تكس *1*",0,205,220,220,230,0
242081006,"م720 فست مونو تكس *1*",0,240,255,255,265,0
242081007,"م680 فست مونو تكس *1*",0,195,210,210,220,0
242081008,"م750 فست مونو تكس *1*",0,210,225,225,235,0
240625001,"م103 ميلتون زنط فرو شبابى ش+1/2",0,150,149,150,160,0
240625002,"م104ميلتون فرو زنط شبابى ش+1/2",0,150,149,150,160,0
240625003,"م106كشمير قطن كوله سوسته ش+1/2",0,165,164,165,175,0
240625004,"م105كشمير قطن حوض شبابى ش+1/2",0,150,149,150,160,0
240625005,"م403 كشمير 6/8/10ش+1/2",0,120,119,120,130,0
240625006,"م303كشمير 12/14/16ش+1/2",0,130,129,130,140,0
246339004,"بجامه فرو م 323 ساندى ش",0,135,145,145,155,0
247549001,"م 725 جاكو *1*",0,95,109,109,119,0
247549002,"م 4020 جاكو *1*",0,125,139,139,149,0
240513009,"م3015 زارا ش",0,140,149,150,160,0
240513010,"م3014 زارا ش",0,180,194,195,205,0
247549003,"م 1000 جاكو *1*",0,140,144,144,154,0
240513011,"م3017 زارا ش",0,190,199,200,210,0
240513012,"م3016 زارا ش",0,420,434,435,445,0
247549004,"م 3080 جاكو *1*",0,140,154,154,164,0
247549005,"م 4030 جاكو *1*",0,95,109,109,119,0
240513013,"م7034 زارا ش",0,170,179,180,190,0
240513014,"م7024 زارار ش",0,180,189,190,200,0
240513015,"م7031 زارا ش",0,200,209,210,230,0
240513016,"م7025 زارا ش",0,205,224,225,235,0
240513018,"م 7039زارا ش ",0,220,229,230,240,0
240513020,"م 7013زارا ش ",0,260,269,270,280,0
240513021,"م 7000 زارا ش ",0,260,269,270,280,0
240513023,"م 7008زارا ش ",0,300,314,315,325,0
240513024,"م 7015 زارا ش ",0,385,409,410,420,0
240513026,"م 7020زارا ش ",0,435,469,470,500,0
240513028,"م 9026زارا ش ",0,450,474,475,485,0
240513019,"م7012 زارا ش+1",0,260,269,270,280,0
240513017,"م7026 زارا ش+1",0,210,219,220,230,0
240513022,"م7011 زارا ش+1",0,270,279,280,290,0
240513025,"م7002 زارا ش+1",0,435,449,450,460,0
240513027,"م7010 زارا ش+1",0,485,519,520,540,0
246372001,"م 1530 روك ش",0,270,270,270,280,0
246373001,"م 760 كريستيانو ش",0,250,250,250,260,0
240511019,"3054 اسامه ش ",0,150,149,150,160,15
241612004,"ترنج فولار م s/m l الطاحونة ش",0,280,295,295,310,0
247577003,"م 5080 النوران ",0,100,109,109,119,0
247577004,"م 35 النوران ",0,75,94,94,104,0
242041023,"مستطيل م870 مطرز بارونيس *1*",0,190,210,210,220,0
242041024,"مستطيل م 817 مطرز بارونيس *1*",0,190,210,210,220,0
240587001,"م 06 نور تكس ش",0,375,397,399,420,0
240587002,"م 025 نور تكس ش ش",0,375,397,399,420,0
240587003,"م 02 نور تكس ش ش",0,350,375,375,395,0
240563022,"م160تى شيرت قطيفه دهر هايدى الباشا+1",0,225,243,245,255,0
240563023,"م145تى شرت مزازيك سوسته زنط شبابى+1",0,145,163,165,176,0
240563024,"م190تى شيرت مزازيك سوسته زنط+1",0,155,164,165,175,0
240563025,"م150تى شيرت مزازيكسوسته زنط+1",0,155,164,165,175,0
240563026,"م200تى شيرت مزازيك سوسته زنط+1",0,155,164,165,175,0
240563027,"م125تى شيرت جوخ مطبوع سوسته زنط+1",0,155,164,165,175,0
240563028,"م140تى شيرت جوخ مطبوع سوسته زنط+1",0,155,164,165,175,0
240563029,"م135تى شيرت جوخ مطبوع سوسته زنط+1",0,155,164,165,175,0
240563030,"م1025 شورت غطس شبابى+1",0,60,74,75,90,0
240563031,"1030شروال غطس شبابى LV+1",0,100,109,110,120,0
240563032,"م1035شروال غطس شبابى نايك+1",0,100,109,110,120,0
241572001,"م230ثرى لاين 6/8 +1/2",0,80,84,85,95,0
241572002,"م250 ثرى لاين 6/8 +1/2",0,80,84,85,95,0
241572003,"م220ثري لاين 6/8 +12",0,80,84,85,95,0
241572004,"م240ثري لاين 6/8+1/2",0,80,84,85,95,0
401551010,"بنطلون مبارك م l /xl /xxl /xxxl ص",0,60,66,67,77,0
390583001,"48/96/92/13/118/120/19/23/82 رايف ش",0,130,138,140,150,0
246095001,"م 1007 الطريق ص *1*",0,0,129,129,139,0
243504010,"بدى زنط م 4ستار *C *1* - B *1/2",0,80,85,85,95,0
243504011,"بدى زنط م 5ستار *C *1* - B *1/2",0,80,87,87,97,0
243504012,"بدى زنط م 6ستار *C *1* - B *1/2",0,80,89,89,99,0
243504001,"بدى حوض م 1ستار *C *1* - B *1/2",0,57,60,60,70,0
243504002,"بدى حوض م 2ستار *C *1* - B *1/2",0,57,62,62,72,0
243504003,"بدى حوض م 3ستار *C *1* - B *1/2",0,57,64,64,74,0
243504004,"بدى حوض م 4ستار *C *1* - B *1/2",0,67,70,70,80,0
243504005,"بدى حوض م 5ستار *C *1* - B *1/2",0,67,72,72,82,0
243504006,"بدى حوض م 6ستار *C *1* - B *1/2",0,67,75,75,85,0
243504007,"بدى زنط م 1ستار *C *1* - B *1/2",0,67,70,70,80,0
243504008,"بدى زنط م 2ستار *C *1* - B *1/2",0,67,72,72,82,0
243504009,"بدى زنط م 3ستار *C *1* - B *1/2",0,67,75,75,85,0
243533001,"رمش زنط م 40 م 308 تريكو م ع  ",0,160,175,175,185,0
243533002,"رمش زنط م 50 م 308 تريكو م ع  ",0,185,190,190,200,0
243533003,"رمش زنط م 60 م 308 تريكو م ع  ",0,225,240,240,250,0
243533004,"عجينه بناتي م 40 م 305 تريكو م ع  ",0,78,85,85,95,0
243533005,"عجينه بناتي م 50 م 305 تريكو م ع ",0,93,100,100,110,0
243533006,"عجينه بناتي م 60 م 305 تريكو م ع ",0,113,120,120,130,0
243533007,"عجينه زنط م 50 م302 تريكو م ع ",0,108,118,118,128,0
243533008,"عجينه زنط م 60 م 302 تريكو م ع ",0,128,140,140,150,0
243533009,"عجينه زنط م 60 م 303 تريكو م ع ",0,128,140,140,150,0
243533010,"عجينه زنط م 40 م 304 تريكو م ع ",0,93,100,100,110,0
243533011,"عجينه زنط م 50 م 304 تريكو م ع ",0,108,118,118,128,0
243533012,"عجينه زنط م 60 م 304 تريكو م ع ",0,128,140,140,150,0
243533013,"عجينه حوض م 60 م 305 تريكو م ع ",0,78,85,85,95,0
243533014,"عجينه حوض م 50 م 305 تريكو م ع ",0,93,100,100,110,0
243533015,"عجينه حوض م 40 م 306 تريكو م ع ",0,78,85,85,95,0
243533016,"عجينه حوض م 50 م 306 تريكو م ع ",0,93,100,100,110,0
242074001,"م 0310 تريكو ي",0,190,215,215,235,0
242074002,"م 048 تريكو ي",0,300,325,325,350,0
242074003,"م 0101 تريكو ي",0,270,295,295,315,0
242074004,"م 0314 تريكو ي",0,215,240,240,260,0
242074005,"م 017 تريكو ي",0,200,225,225,245,0
242074006,"م 0307 تريكو ي",0,210,235,235,260,0
242074007,"م 0308 تريكو ي",0,200,225,225,245,0
242074008,"م 043 تريكو ي",0,250,275,275,300,0
242074009,"م 014 تريكو ي",0,190,215,215,240,0
242074010,"م 016 تريكو ي",0,240,265,265,290,0
242074011,"م 0108 تريكو ي",0,230,255,255,275,0
242074012,"م 0109 تريكو ي",0,230,255,255,275,0
242074013,"م 0204 تريكو ي ",0,235,260,260,280,0
242074014,"م 0320 تريكو ي ",0,230,255,255,275,0
242074015,"م 0327 تريكو ي  ",0,200,225,225,250,0
242074016,"م 0329 تريكو ي",0,220,245,245,265,0
242074017,"م 0103 تريكو ي",0,200,225,225,245,0
242074018,"بلوزه رمش قطه م 031 تريكو ي",0,230,250,250,260,0
242074019,"بلوزه رمش ساده م 0208 تريكو ي",0,235,255,255,265,0
242074020,"جاكت رمش مربعات م 09 تريكو ي ",0,250,270,270,280,0
242074021,"بلوزه رمش نصين م 05 تريكو ي",0,210,230,230,240,0
242074022,"بلوزه رمش قطط م 0507 تريكو ي",0,230,255,255,265,0
242074023,"هاي وسط زنط رمش م 0110 تريكو ي",0,210,230,230,240,0
242074024,"تونز رمش م 0212 تريكو ي",0,260,280,280,290,0
242074025,"هاي وسط هاف رمش م 0506 تريكو ي",0,210,230,230,240,0
242074026,"جاكت رمش عجينه قلوب م 0204 تريكو ي",0,235,255,255,265,0
242074027,"جاكت عجيبه فراشه م 0104 تريكو ي ",0,220,240,240,250,0
242074028,"جاكت رمش شداد 2 جيب م 018 تريكو ي",0,260,290,290,300,0
242074029,"جاكت رمش سوسته م 08 تريكو ي",0,250,270,270,280,0
242074030,"تونز قطعتين م 0123 تريكو ي",0,300,330,330,320,0
242074031,"ترنج عجينه اسد م 026 تريكو ي ",0,250,270,270,280,0
242074032,"بلوزه عجبه مقلم بالطول م 0120 تريكو ي",0,200,220,220,230,0
242074033,"هاي وسط مقلم رمش م 0503 تريكو ي",0,230,260,260,270,0
240531001,"م 1318 الجندى ش *1*",0,260,280,280,290,0
240531002,"م 1102 الجندى ش *1*",0,240,260,260,270,0
240531003,"م 1108 الجندى ش *1*",0,195,215,215,225,0
240531004,"م 1104 الجندى ش *1*",0,195,215,215,225,0
240531005,"م 1320 الجندى ش *1*",0,270,290,290,300,0
240531006,"م 1317 الجندى ش *1*",0,190,210,210,220,0
242181001,"بلوزه رمش م 60 الحسن تريكو ش",0,185,215,215,225,0
242181003,"بلوزه رمش م 50 الحسن تريكو ",0,160,182,182,192,0
242180001,"جاكت م 6 زنط تريكو اولاد يونس",0,85,99,99,109,0
242180002,"جاكت م 5 زنط تريكو اولاد يونس",0,65,77,77,87,0
242180003,"م 6 سبن fn تريكو اولاد يونس",0,65,77,77,87,0
242180004,"م 5 سين حوض fn تريكو اولاد يونس",0,55,65,65,75,0
242180005,"رمش م 6 جاكيت م 4 تريكو اولاد يونس ",0,180,210,210,220,0
242181004,"بلوزه رمش م 40 الحسن تريكو ",0,140,159,159,169,0
243533021,"عجينه بناتى م 60 م 302 تريكو *1*",0,113,121,121,131,0
243533022,"عجينه زنط م 50 م 301 تريكو *1*",0,108,118,118,128,0
243533023,"عجينه زنط م 60 م 301 تريكو *1*",0,128,140,140,150,0
243533024,"عجينه بناتى م 40 م 304 تريكو *1*",0,78,85,85,95,0
243533025,"عجينه بناتى م 50 م 304 تريكو *1*",0,93,100,100,110,0
243533026,"عجينه بناتى م 60 م 304 تريكو *1*",0,113,120,120,130,0
243533027,"عجينه زنط م 50 م 308 تريكو *1*",0,108,118,118,128,0
243533030,"عجينه بناتى م 60 م 307 تريكو *1*",0,113,120,120,130,0
243533028,"عجينه زنط م 60م 308 تريكو *1",0,128,139,139,149,0
243533029,"عجينه زنط م 50 م 307 تريكو *1",0,93,100,100,110,0
243533017,"عجينه زنط م 50 م307 تريكو م ع ",0,108,119,119,129,0
243533018,"عجينه بناتى زنط م 60 م 307 تريكو *1*",0,128,139,139,149,0
243533019,"عجينه بناتى زنط م 40م 302 تريكو *1",0,78,85,85,95,0
243533020,"عجينه بناتى م 50 م 302 تريكو *1*",0,93,100,100,110,0
240535001,"م728/717/714/718/711 رجالى مزازيك +1/2",0,130,139,140,150,0
240535002,"م705/713/702/704/706/710/709/703/720/719/708/712",0,135,144,145,155,0
240535003,"م624/616/623/628/631/629/630 /636محير مزازيك +1/2",0,120,129,130,140,0
240535004,"م608/605/602/613/619/622/620/612 محير+1/2",0,125,134,135,145,0
240535005,"م603/311/314/615/607/609/601\611 محير+1/2",0,125,134,135,145,0
240535006,"م404/407/415/416/417/413 اولادى +1/2",0,110,118,120,130,0
240535007,"م406/409/402/403/408/اولادى +1/2",0,115,124,125,135,0
240535008,"م911 مقاس خاص مزازيك+1/2",0,140,149,150,160,0
240535009,"م201/202/203/204/208/205/207/206 /بيبي+1/2",0,100,108,110,120,0
240535010,"م701/727/ رجالى +1/2",0,140,149,150,160,0
240535011,"م/721/722 \707رجالى+1/2",0,145,154,155,165,0
240535012,"م604/635 محير جوخ+1/2",0,130,139,140,150,0
240535013,"م/621/610/606/ محير جوخ +1/2",0,135,143,145,155,0
240508001,"م140 ترنج فولار CKالكنج ",0,350,345,350,360,0
240508002,"م80ترنج فولار اديدس رش الكنج +1",0,350,345,350,360,0
240508003,"م110ترنج فولار ديور الكنج +1",0,350,345,350,360,0
240508004,"م90ترنج فولار هيكل بيا الكنج +1",0,350,345,350,360,0
240508005,"م150ترنج فولار اديدس جوتش الكنج+1",0,350,345,350,360,0
240508006,"م70ترنج فولار BOOSبيا الكنج+1",0,350,345,350,360,0
240508007,"م180ترنج فولار12/14/16 اولادى ديور +1",0,290,287,290,300,0
240508008,"م50ترنج غطس EA7الكنج+1",0,290,287,290,300,0
240508009,"م30ترنج غطس تيكو الكنج+1",0,290,287,290,300,0
240508010,"م60ترنج غطس كابا الكنج+1",0,290,287,290,300,0
240508011,"م40ترنج غطس VOالكنج+1",0,290,287,290,300,0
240508012,"م20ترنج غطس فيزتش الكنج+1",0,290,287,290,300,0
240508013,"م100ترنج غطس حروف الكنج +1",0,290,287,290,300,0
240508014,"م130 ترنج 12/14/16اولادى حروف الكنج+1",0,250,247,250,260,0
240508015,"م550تى شيرت جوخRRالكنج+1",0,175,172.5,175,185,0
240508016,"م570تى شيرت جوخ تطريز الكنج+1",0,175,172.5,175,185,0
240508017,"م630تى شيرت جوخ كباسين الكنج+1",0,175,172.5,175,185,0
240508018,"م650هاف كول غطس شبابى الكنج+1",0,125,123,125,135,0
240508019,"م7020تى شيرت ليكر نص سوسته خاص +1",0,83,82,83,93,0
240508020,"م540تى شيرت ليكر نص سوسته شبابى +1",0,75,74,75,85,0
240508021,"م510تى شيرت ليكر حوض +1",0,75,74,75,85,0
240508023,"م500تى شيرت ليكر 2شريط +1",0,75,74,75,85,0
242070001,"جاكت دواير م 607 اونلى وان *1*",0,280,305,305,315,0
242070022,"جاكت مربعات م50 م 401 اونلى وان *1*",0,270,295,295,305,0
242070002,"جلكت مثلثات م 601 اونلى وان *1*",0,280,305,305,315,0
242070003,"جاكت مربعات م 606 اونلى وان *1*",0,280,305,305,315,0
242070004,"جاكت رقم 202 م 603 اونلى وان *1*",0,280,305,305,315,0
242070005,"جاكت الوردة م 602 اونلى وان *1*",0,280,305,305,315,0
242070006,"جاكت محير م 600 اونلى وان *1*",0,280,305,305,315,0
242070007,"توينز مثلثات م 502  اونلى وان *1*",0,300,325,325,335,0
242070008,"توينز  م 500  اونلى وان *1*",0,300,325,325,335,0
242070009,"توينز  م 501  اونلى وان *1*",0,300,325,325,335,0
240535014,"م410/411/418 اولادى جوخ +1/2",0,120,128,130,140,0
240535015,"م/405 اولادى +1/2",0,125,134,135,145,0
240535016,"م715/716 بيسبول رجالى+1/2",0,140,149,150,160,0
240535017,"م617/618 بيسبول زنط +1/2",0,120,134,135,145,0
240535018,"م724/735/737/725 رجالى جوخ ش",0,140,149,150,160,0
240535019,"م633/626/625 محير",0,120,129,130,140,0
240535020,"م1002 جاكت رجالى ",0,180,189,190,200,0
240535021,"م902 جاكت محير +1/2",0,165,144,145,155,0
240535022,"م802 جاكت اولادى +1/2",0,150,129,130,140,0
240535023,"م1003جاكت رجالى زنط+1/2",0,190,199,200,210,0
240535024,"م903 جاكت محير زنط +1/2",0,175,154,155,165,0
240535025,"م803جاكت اولادى زنط+1/2",0,160,139,140,150,0
240514001,"م6057اولادى حوض جيب نفخ بسوسته ش+1",0,100,99,100,110,0
240514002,"م6058 اولادى زنط مشحم سوسته ش+1",0,150,149,150,160,0
240514003,"م6059 سويت شيرت تريكو مقلم ش+1",0,125,124,125,135,0
240514004,"م6060 اولادى سويت شيرت تريكو مقلم وتر بروف ش+1",0,150,149,150,160,0
240514005,"م7021 محير شنطه وتر بروف سوسته الوان+1",0,130,129,130,140,0
241581001,"بنطلون شبابى  سوفت سوسته فضى A&M+1",0,100,108,109,119,0
241581002,"بنطلون طباعه النسر 2سوسته +1A&M",0,105,114,115,125,0
241581003,"بنطلون طباعه صينى +1A&M",0,100,108,109,119,0
241581004,"بنطلون غطس فولار شبابىA&M+1",0,105,114,115,125,0
242070010,"توينز  م 503  اونلى وان *1*",0,300,325,325,335,0
242070011,"توينز  م 504  اونلى وان *1*",0,300,325,325,335,0
242070012,"توينز  م 505  اونلى وان *1*",0,300,325,325,335,0
242070013,"توينز قلب  م 303  اونلى وان *1*",0,280,305,305,315,0
242070014,"توينز زجزاج  م 302  اونلى وان *1*",0,280,305,305,315,0
242070015,"توينز  م 301  اونلى وان *1*",0,280,305,305,315,0
242070016,"توينز  م 300  اونلى وان *1*",0,280,305,305,315,0
242070017,"توينز  م 201  اونلى وان *1*",0,250,275,275,285,0
242070018,"توينز  م 200  اونلى وان *1*",0,250,275,275,285,0
242070019,"توينز  م 202  اونلى وان *1*",0,250,275,275,285,0
242070020,"جاكت رقم 600  م 608  اونلى وان *1*",0,280,305,305,315,0
242070021,"جاكت رقم 50 زجزاج م 400 اونلى وان *1*",0,270,295,295,305,0
242070023,"جاكت م 402 اونلى وان *1*",0,270,295,295,305,0
242070024,"جاكت م 403 اونلى وان *1*",0,270,295,295,305,0
242070025,"توبنز دواير م 506 اونلى وان *1*",0,300,325,325,335,0
240568001,"م101ترنج بيبي سبعه غطس فولر  ش+1",0,190,208,210,220,0
240568002,"م102ترنج بيبي رجلان نص سوسته غطس ش+1",0,190,208,210,220,0
240568003,"م105ترنج بيبي غطس فولار مبطن ش+1",0,190,208,210,220,0
240568004,"م103ترنج بلوش بيبي 3لون ش+1",0,140,153,155,165,0
240568005,"م1003 ترنج اولادى 3 لون بلوش مبطن ش+1",0,155,169,170,185,0
240568006,"م1002ترنج اولادى غطس نص سوسته ش+1",0,220,238,240,250,0
240568007,"م1004ترنج اولادى غطس فولر مبطن ش+1",0,220,238,240,250,0
240568008,"م2003ترنج محير 3لون بلوش ش+1",0,170,183,185,195,0
240568009,"م2002ترنج محير نص سوسته غطس ش+1",0,250,268,270,280,0
240568010,"م1000 تى شيرت اولادى بلوش ش+1",0,91,99,100,110,0
240568011,"م103 تى شيرت بيبي بلوش ش+1",0,82,89,90,100,0
240568012,"1003 تى شيرت اولادى بلوش  ش+1",0,91,99,100,110,0
240568013,"م1004 تى شيرت اولادى بيزك +1",0,91,99,100,110,0
240568014,"م1001 تى شيرت اولادى بلوش ش+1",0,91,99,100,110,0
240568015,"م100 تى شيرت بيبي بلوش +1ش",0,82,89,90,100,0
240568016,"م2001ترنج محير سبعه سوسته ش+1",0,250,268,270,280,0
240568017,"م106ترنج بيبي 2لون بلوش ش+1",0,140,154,155,165,0
247514001,"م بجامه ستان م 460 ضى القمر",0,170,170,170,180,0
246090001,"م 900 مستر ميكى ش",0,340,339,339,349,0
246090002,"م 530 مستر ميكى ش",0,320,319,319,329,0
246090003,"م 531 مستر ميكى ش",0,340,339,339,349,0
247017001,"ترنج م 6/8/10 م 0115 عسكر ش",0,230,245,245,255,0
247017002,"ترنج م 12/14/16 م 0215 عسكر ش",0,250,265,265,275,0
244120002,"م 1030 شهرزاد ش *1",0,195,209,209,219,0
244120004,"م 1000 شهرزاد ش *1",0,195,209,209,219,0
244120005,"م 1060 شهرزاد ش *1",0,235,249,249,259,0
244120007,"م 1100 شهرزاد ش *1",0,207,219,219,229,0
244120012,"م 1110 شهرزاد ش *1",0,245,259.5,259.5,269.5,0
244120013,"م 1090 شهرزاد ش *1",0,240,259.5,259.5,269.5,0
244120014,"م 6/8/10 م 1115 شهرزاد ش *1",0,142,179,179,189,0
244120015,"م 12/14/16 م 1115 شهرزاد ش *1",0,150,210,210,220,0
244120016,"م 6/8/10 م 1111 شهرزاد ش *1",0,105,179,179,189,0
244120017,"م 12/14/16 م 1111 شهرزاد ش *1",0,113,189,189,199,0
246367001,"م 207 العميد ش ",0,227,239,239,249,0
246367002,"م 205 العميد ش",0,222,234,234,244,0
246367004,"م 212 العميد ش",0,222,235,235,245,0
246367005,"م 209 العميد ش",0,229,239,239,249,0
246367009,"م 220 العميد ش",0,223,235,235,245,0
246367010,"م 227 العميد ش",0,225,257,257,267,0
241572005,"م300 توينز 6/8ثرى لاين+1/2",0,120,124,125,135,0
241572006,"م290توينز 6/8 ثري لاين+1/2",0,120,124,125,135,0
241572007,"م280توينز6/8 ثرى لاين+1/2",0,95,100,100,100,0
241572008,"م210توينز 6/8 ثرى لاين+1/2",0,120,124,125,135,0
241572009,"م200جكار ثرى لاين+1/2",0,85,89,90,100,0
241572010,"م260ثرى لاين+1/2 10/12",0,85,89,90,100,0
241572011,"م270ثرى لاين 10/12 +1/2",0,85,89,90,100,0
240501001,"م822 شباب زنط الصفوه+1/2",0,190,199,200,210,0
240501002,"م823 الصفوه شابى لياقه+1/2",0,220,233,235,245,0
240501003,"م824الصفوه شبابى زنط+1/2",0,180,164,165,175,0
240501004,"م825الصفوه شبابى+1/2",0,160,144,145,155,0
240501005,"م826الصفوه شبابى+1/2ش",0,195,204,205,215,0
240501006,"م827الصفوه شبابى+1/2ش",0,85,95,95,110,0
240501007,"م828الصفوه شبابى ش+1/2",0,85,95,95,110,0
240501008,"م830الصفوه شبابى ش+1/2",0,200,174,175,185,0
240501009,"م833الصفوه شبابى ش+1/2",0,125,134,135,145,0
240501010,"م834الصفوه شبابى ش+1/2",0,110,119,120,130,0
240501011,"م835الصفوه شبابى ش+1/2",0,250,267,269,280,0
240501012,"م838الصفوه شبابى ش+1/2",0,280,298,299,310,0
240501013,"م840الصفوه شبابى ش+1/2",0,250,228,229,239,0
240501014,"م6010مقاس 18 الصفوه ش+1/2",0,85,95,95,110,0
240563001,"م6105 ترنج فولار زنط CRUSSالباشا+1",0,330,348,350,360,0
240563002,"م6100ترنج فولار سوسته زنطه EA7 الباشا +1",0,330,348,350,360,0
240563003,"م6095 ترنج فولارسوسته زنط اديدس طباعه +1",0,330,348,350,360,0
240563004,"م6085 ترنج فولار سوسته زنط الباشا+1",0,330,348,350,360,0
240563005,"م6090ترنج فولار لياقا Hالباشا+1",0,320,338,340,350,0
240563006,"م6070ترنج فولار لياقه سبورت الباشا+1",0,320,338,340,350,0
240563007,"م6080ترنج فولار زنط مقفول CR+1",0,320,338,340,350,0
240563008,"م6030 ترنج غطس شبابى فراري بيه الباشا+1",0,270,288,290,300,0
240563009,"م6020ترنج غطس شبابى نايك طباعه+1",0,270,288,290,300,0
240563010,"م6040ترنج غطس شبابى سبورت+1",0,270,288,290,300,0
240563011,"م6060ترنج غطس شبابى قصات CKالباشا+1",0,270,288,290,300,0
240563012,"م6005ترنج غطس شبابى رجلان امريا الباشا+1",0,270,288,290,300,0
240563013,"م6110ترنج غطس شبابى اديدس +1",0,270,288,290,300,0
240563014,"م6035ترنج غطس شبابى رجلان امرنيا+1",0,270,288,290,300,0
240563015,"م6015ترنج غطس شبابى اديدس رجلان+1",0,270,288,290,300,0
240563016,"م6025ترنج غطس شبابى نايك قصه+1",0,270,288,290,300,0
240563017,"م195 تى شيرت مزازيك زنط مقفول +1",0,150,159,160,170,0
240563018,"م130 تى شيرت جكار جوخ حوض شبابى+1",0,135,144,145,155,0
240563019,"م9000تى شيرت قطن سفنج خاص الباشا+1",0,210,219,220,230,0
240563020,"م9005 تى شيرت قطن اسفنجى حوض خاص +1",0,210,219,220,230,0
240563021,"م155تى شيرت بلوش مطبوع شبابى+1",0,95,104,105,115,0
240621001,"تى شيرت اولادى 2/4/6 البوب+1/2",0,47,51,52,62,0
240501015,"م6011مقاس 18 الصفوه ش+1/2",0,175,184,185,195,0
240501016,"م720الصفوه محير ش  +1/2",0,175,159,160,170,0
240501017,"م721الصفوه محير ش  +1/2",0,195,204,205,215,0
240501018,"م724الصفوه محير ش  +1/2",0,160,169,170,180,0
240501019,"م727الصفوه محير ش  +1/2",0,170,179,180,190,0
240501020,"م729الصفوه محير ش  +1/2",0,135,144,145,155,0
240501021,"م730الصفوه محير ش  +1/2",0,85,104,105,120,0
240501022,"م 731الصفوه محير ش  +1/2",0,105,114,115,125,0
240501023,"م732الصفوه محير ش  +1/2",0,155,139,140,150,0
240501024,"م735الصفوه محير ش  +1/2",0,100,84,85,95,0
240501025,"م621 اطفال الصفوه ش+1/2",0,150,159,160,170,0
240501026,"م622 اطفال الصفوه ش+1/2",0,150,159,160,170,0
240501027,"م624 اطفال الصفوه ش+1/2",0,125,134,135,145,0
240501028,"م625 اطفال الصفوه ش+1/2",0,135,144,145,155,0
240501029,"م626 اطفال الصفوه ش+1/2",0,140,149,150,160,0
240501030,"م627 اطفال الصفوه ش+1/2",0,110,119,120,130,0
240501031,"م628 اطفال الصفوه ش+1/2",0,90,99,100,110,0
240501032,"م629 اطفال الصفوه ش+1/2",0,95,104,105,115,0
240501033,"م637 اطفال الصفوه ش+1/2",0,155,164,165,175,0
240501034,"هاف لوكس الصفوه خاص ش+1/2",0,85,94,95,105,0
240501035,"هاف لوكس الصفوه شبابي +1/2 ش",0,80,89,90,100,0
240501036,"دربى الصفوه ش+1/2",0,75,84,85,95,0
241612001,"ترنج فولار شبابى موديلات الطاحونه +1",0,290,315,320,330,0
241612002,"ترنج فولارم 12/14/16موديلات الطاحونه +1",0,220,244,245,255,0
241612003,"ترنج فولار م 6/8/10موديلات الطاحونه+1",0,200,223,225,235,0
242180006,"م 60 تريكو اولاد يونس ",0,85,110,110,120,0
240515001,"م1045/1111/1009/1097/1099/1069/1100/1098/ شبابى+1",0,135,134,135,145,0
240515002,"م 2021تى شيرت محير كشمير اكس فيجو+1/2",0,115,114,115,125,0
240515003,"م 3022/250/3032/3021/3035تى شيرت كشمير+1/2",0,105,104,105,115,0
240515004,"م4022/4047/4024/4033 كشمير+1/2",0,95,94,95,105,0
240515005,"م2011توينز محير  ش",0,140,139,140,150,0
240515006,"م3012توينز اولادى ش+1/2",0,130,129,130,140,0
240515007,"م4014توينز  اطفالى+1/2 ش",0,120,119,120,130,0
240515008,"م2014توينز  ش محير+1/2",0,140,139,140,150,0
240515009,"م3015توينز اولادى ش+1/2",0,130,129,130,140,0
240515010,"م4017توينز اطفالى ش+1/2",0,120,119,120,130,0
240515011,"م2008ميلتون زنط محير ش+1/2",0,100,99,100,110,0
240515012,"م3002ميلتون زنط اولادى ش+1/2",0,90,89,90,100,0
240515013,"م4002 ميلتون زتط اطفالي ش+1/2",0,80,79,80,90,0
240624001,"م201 محير زونط 12/14/16 جوخ ش+1/2",0,145,144,145,155,0
240624002,"م202 محير سوسته 12/14/16 ش+",0,125,124,125,135,0
240624003,"م204 محير سوسته 12/14/16 تغطيه ش+1/2",0,145,144,145,155,0
240624004,"م205محير 12/14/16سوسته زنط جوخ ش+1/2",0,145,144,145,155,0
240624005,"م206جباسلى محير 12/141/16تريكو كرتون ش+1/2",0,140,139,140,150,0
